created_at,full_text,username,cleaned_text,translate_text,lower_text,normalize_text,stopwords_text,tokenisasi_text
Wed Oct 23 21:46:14 +0000 2024, #BREAKING #BRICS officially adds 13 NEW NATIONS to the alliance as *Partner Countries.* 🇩🇿 #Algeria 🇧🇾 #Belarus 🇧🇴 #Bolivia 🇨🇺 #Cuba 🇮🇩 #Indonesia 🇰🇿 #Kazakhstan 🇲🇾 #Malaysia 🇳🇬 #Nigeria 🇹🇭 #Thailand 🇹🇷 #Turkey 🇺🇬 #Uganda 🇺🇿 #Uzbekistan 🇻🇳 #Vietnam #BRICSSummit #BRICS2024 https://t.co/nLU0it12P5,shsajib,   officially adds 13 NEW NATIONS to the alliance as Partner Countries                             httpstconLU0it12P5,secara resmi menambahkan 13 NEGARA BARU ke aliansi sebagai Negara Mitra httpstconLU0it12P5,secara resmi menambahkan 13 negara baru ke aliansi sebagai negara mitra httpstconlu0it12p5,secara resmi menambahkan 13 negara baru ke aliansi sebagai negara mitra httpstconlu0it12p5,resmi menambahkan 13 negara baru aliansi negara mitra httpstconlu0it12p5,"['resmi', 'menambahkan', '13', 'negara', 'baru', 'aliansi', 'negara', 'mitra', 'httpstconlu0it12p5']"
Sat Jul 20 04:02:12 +0000 2024,Berdikari Online Gelar Diskusi Untung-Rugi BRICS bagi Indonesia? https://t.co/4Jg5NJJiAd | Nasional https://t.co/CzObO5yMEQ,KicauSumbar,Berdikari Online Gelar Diskusi UntungRugi BRICS bagi Indonesia httpstco4Jg5NJJiAd  Nasional httpstcoCzObO5yMEQ,Berdikari Online Gelar Diskusi UntungRugi BRICS bagi Indonesia httpstco4Jg5NJJiAd  Nasional httpstcoCzObO5yMEQ,berdikari online gelar diskusi untungrugi brics bagi indonesia httpstco4jg5njjiad  nasional httpstcoczobo5ymeq,berdikari online gelar diskusi untungrugi brics bagi indonesia httpstco4jg5njjiad nasional httpstcoczobo5ymeq,berdikari online gelar diskusi untungrugi brics indonesia httpstco4jg5njjiad nasional httpstcoczobo5ymeq,"['berdikari', 'online', 'gelar', 'diskusi', 'untungrugi', 'brics', 'indonesia', 'httpstco4jg5njjiad', 'nasional', 'httpstcoczobo5ymeq']"
Thu Jan 18 04:56:34 +0000 2024,BRICS dan Dedolarisasi Makin Ramai Gimana Potensi Emas? https://t.co/v7BFV8Ba19,cnbcindonesia,BRICS dan Dedolarisasi Makin Ramai Gimana Potensi Emas httpstcov7BFV8Ba19,BRICS dan Dedolarisasi Makin Ramai Gimana Potensi Emas httpstcov7BFV8Ba19,brics dan dedolarisasi makin ramai gimana potensi emas httpstcov7bfv8ba19,brics dan dedolarisasi makin ramai bagaimana potensi emas httpstcov7bfv8ba19,brics dedolarisasi makin ramai bagaimana potensi emas httpstcov7bfv8ba19,"['brics', 'dedolarisasi', 'makin', 'ramai', 'bagaimana', 'potensi', 'emas', 'httpstcov7bfv8ba19']"
Wed Oct 09 11:36:15 +0000 2024,One of Gweilo60 's Best on Geopolitics. #China #USA #Trump #Harris #Russia #ASEAN #BRICS #Indonesia #Thailand #Malaysia #Singapore #Africa https://t.co/niI96D6IDr,aheartkissedbyg,One of Gweilo60 s Best on Geopolitics             httpstconiI96D6IDr,Salah satu yang terbaik dari Gweilo60 tentang Geopolitik httpstconiI96D6IDr,salah satu yang terbaik dari gweilo60 tentang geopolitik httpstconii96d6idr,salah satu yang terbaik dari gweilo60 tentang geopolitik httpstconii96d6idr,salah satu terbaik gweilo60 geopolitik httpstconii96d6idr,"['salah', 'satu', 'terbaik', 'gweilo60', 'geopolitik', 'httpstconii96d6idr']"
Fri Jun 02 16:00:22 +0000 2023,BRICS is considering expanding its membership BRICS is a success story. The group is also a brand and an asset so we have to take care of it Brazilian Foreign Minister According to Reuters representatives of Saudi Arabia the United Arab Emirates Cuba the Democratic https://t.co/zQ7m5eeYHQ,SprinterFamily,BRICS is considering expanding its membership BRICS is a success story The group is also a brand and an asset so we have to take care of it Brazilian Foreign Minister According to Reuters representatives of Saudi Arabia the United Arab Emirates Cuba the Democratic httpstcozQ7m5eeYHQ,BRICS pertimbangkan perluas keanggotaannya BRICS adalah kisah sukses Kelompok ini juga merupakan merek dan aset jadi kita harus menjaganya Menteri Luar Negeri Brasil Menurut Reuters perwakilan Arab Saudi Uni Emirat Arab Kuba Demokrat httpstcozQ7m5eeYHQ,brics pertimbangkan perluas keanggotaannya brics adalah kisah sukses kelompok ini juga merupakan merek dan aset jadi kita harus menjaganya menteri luar negeri brasil menurut reuters perwakilan arab saudi uni emirat arab kuba demokrat httpstcozq7m5eeyhq,brics pertimbangkan perluas keanggotaannya brics adalah kisah sukses kelompok ini juga merupakan merek dan aset jadi kita harus menjaganya menteri luar negeri brasil menurut reuters perwakilan arab saudi uni emirat arab kuba demokrat httpstcozq7m5eeyhq,brics pertimbangkan perluas keanggotaannya brics kisah sukses kelompok juga merupakan merek aset jadi harus menjaganya menteri luar negeri brasil reuters perwakilan arab saudi uni emirat arab kuba demokrat httpstcozq7m5eeyhq,"['brics', 'pertimbangkan', 'perluas', 'keanggotaannya', 'brics', 'kisah', 'sukses', 'kelompok', 'juga', 'merupakan', 'merek', 'aset', 'jadi', 'harus', 'menjaganya', 'menteri', 'luar', 'negeri', 'brasil', 'reuters', 'perwakilan', 'arab', 'saudi', 'uni', 'emirat', 'arab', 'kuba', 'demokrat', 'httpstcozq7m5eeyhq']"
Sat Dec 30 12:13:32 +0000 2023,Indonesia 🇮🇩🇦🇷 Argentina Menolak BRICS,gara_nam,Indonesia  Argentina Menolak BRICS,Indonesia  Argentina Menolak BRICS,indonesia  argentina menolak brics,indonesia argentina menolak brics,indonesia argentina menolak brics,"['indonesia', 'argentina', 'menolak', 'brics']"
Mon Sep 04 00:18:17 +0000 2023,Indonesia made the point of attending the summit of the club of emerging economies known as BRICS in South Africa last week but it politely turned down an invitation to join the group which is expanding its membership to strengthen its hand in ... https://t.co/onDh2QONoY,jakpost,Indonesia made the point of attending the summit of the club of emerging economies known as BRICS in South Africa last week but it politely turned down an invitation to join the group which is expanding its membership to strengthen its hand in  httpstcoonDh2QONoY,"Indonesia sempat mengutarakan keinginannya untuk hadir di pertemuan puncak klub ekonomi berkembang BRICS di Afrika Selatan minggu lalu, namun dengan sopan menolak undangan untuk bergabung dengan kelompok tersebut yang tengah memperluas keanggotaannya untuk memperkuat posisinya di httpstcoonDh2QONoY","indonesia sempat mengutarakan keinginannya untuk hadir di pertemuan puncak klub ekonomi berkembang brics di afrika selatan minggu lalu, namun dengan sopan menolak undangan untuk bergabung dengan kelompok tersebut yang tengah memperluas keanggotaannya untuk memperkuat posisinya di httpstcoondh2qonoy","indonesia sempat mengutarakan keinginannya untuk hadir di pertemuan puncak klub ekonomi berkembang brics di afrika selatan minggu lalu, namun dengan sopan menolak undangan untuk bergabung dengan kelompok tersebut yang tengah memperluas keanggotaannya untuk memperkuat posisinya di httpstcoondh2qonoy","indonesia sempat mengutarakan keinginannya hadir pertemuan puncak klub ekonomi berkembang brics afrika selatan minggu lalu, sopan menolak undangan bergabung dengan kelompok tersebut tengah memperluas keanggotaannya memperkuat posisinya httpstcoondh2qonoy","['indonesia', 'sempat', 'mengutarakan', 'keinginannya', 'hadir', 'pertemuan', 'puncak', 'klub', 'ekonomi', 'berkembang', 'brics', 'afrika', 'selatan', 'minggu', 'lalu', ',', 'sopan', 'menolak', 'undangan', 'bergabung', 'dengan', 'kelompok', 'tersebut', 'tengah', 'memperluas', 'keanggotaannya', 'memperkuat', 'posisinya', 'httpstcoondh2qonoy']"
Tue Aug 22 17:06:54 +0000 2023,Brazil s🇧🇷 Lula Da Silva: Indonesia🇮🇩 may be accepted into BRICS expresses his wish for Argentina🇦🇷 to be accepted https://t.co/fTkWcPKDdQ,GUnderground_TV,Brazil s Lula Da Silva Indonesia may be accepted into BRICS expresses his wish for Argentina to be accepted httpstcofTkWcPKDdQ,Lula Da Silva dari Brasil Indonesia mungkin diterima di BRICS ungkap keinginannya agar Argentina diterima httpstcofTkWcPKDdQ,lula da silva dari brasil indonesia mungkin diterima di brics ungkap keinginannya agar argentina diterima httpstcoftkwcpkddq,lula da silva dari brasil indonesia mungkin diterima di brics ungkap keinginannya agar argentina diterima httpstcoftkwcpkddq,lula da silva brasil indonesia mungkin diterima brics ungkap keinginannya argentina diterima httpstcoftkwcpkddq,"['lula', 'da', 'silva', 'brasil', 'indonesia', 'mungkin', 'diterima', 'brics', 'ungkap', 'keinginannya', 'argentina', 'diterima', 'httpstcoftkwcpkddq']"
Mon Oct 16 06:25:02 +0000 2023,BRICS to expand further: Putin in an interview subtly dropped into the conversation that Indonesia will also give BRICS huge growth capacity.,thesiriusreport,BRICS to expand further Putin in an interview subtly dropped into the conversation that Indonesia will also give BRICS huge growth capacity,BRICS akan terus berkembang Putin dalam sebuah wawancara secara halus menyinggung pembicaraan bahwa Indonesia juga akan memberikan BRICS kapasitas pertumbuhan yang besar,brics akan terus berkembang putin dalam sebuah wawancara secara halus menyinggung pembicaraan bahwa indonesia juga akan memberikan brics kapasitas pertumbuhan yang besar,brics akan terus berkembang putin dalam sebuah wawancara secara halus menyinggung pembicaraan bahwa indonesia juga akan memberikan brics kapasitas pertumbuhan yang besar,brics terus berkembang putin sebuah wawancara halus menyinggung pembicaraan indonesia akan memberikan brics kapasitas pertumbuhan besar,"['brics', 'terus', 'berkembang', 'putin', 'sebuah', 'wawancara', 'halus', 'menyinggung', 'pembicaraan', 'indonesia', 'akan', 'memberikan', 'brics', 'kapasitas', 'pertumbuhan', 'besar']"
Thu Nov 16 02:23:28 +0000 2023,The country of 17'000 islands Republic of Indonesia could join the BRICS economic group. #ETF $EIDO $XIDD https://t.co/I5jowOcw9m,ArthurBenta,The country of 17000 islands Republic of Indonesia could join the BRICS economic group  EIDO XIDD httpstcoI5jowOcw9m,Negara dengan 17.000 pulau Republik Indonesia bisa bergabung dalam kelompok ekonomi BRICS EIDO XIDD httpstcoI5jowOcw9m,negara dengan 17.000 pulau republik indonesia bisa bergabung dalam kelompok ekonomi brics eido xidd httpstcoi5jowocw9m,negara dengan 17.000 pulau republik indonesia bisa bergabung dalam kelompok ekonomi brics eido xidd httpstcoi5jowocw9m,negara 17.000 pulau republik indonesia bergabung kelompok ekonomi brics eido xidd httpstcoi5jowocw9m,"['negara', '17.000', 'pulau', 'republik', 'indonesia', 'bergabung', 'kelompok', 'ekonomi', 'brics', 'eido', 'xidd', 'httpstcoi5jowocw9', 'm']"
Mon Nov 20 16:54:51 +0000 2023,Bersama Kiai Muda Jatim Ribuan Warga Doakan Ganjar-Mahfud Pimpin Indonesia Argentina PBNU BRICS Iriana 75 M OpenAI AR-15 Senin Dr Death Bawaslu kapolri jelas2 netral Aceh Cirebon Rohingya Farage Liverpool - Salah Afi Nihaya https://t.co/HfUqRAtEzV,AnjaniLila18,Bersama Kiai Muda Jatim Ribuan Warga Doakan GanjarMahfud Pimpin Indonesia Argentina PBNU BRICS Iriana 75 M OpenAI AR15 Senin Dr Death Bawaslu kapolri jelas2 netral Aceh Cirebon Rohingya Farage Liverpool  Salah Afi Nihaya httpstcoHfUqRAtEzV,Bersama Kiai Muda Jatim Ribuan Warga Doakan GanjarMahfud Pimpin Indonesia Argentina PBNU BRICS Iriana 75 M OpenAI AR15 Senin Dr Death Bawaslu kapolri jelas2 netral Aceh Cirebon Rohingya Farage Liverpool  Salah Afi Nihaya httpstcoHfUqRAtEzV,bersama kiai muda jatim ribuan warga doakan ganjarmahfud pimpin indonesia argentina pbnu brics iriana 75 m openai ar15 senin dr death bawaslu kapolri jelas2 netral aceh cirebon rohingya farage liverpool  salah afi nihaya httpstcohfuqratezv,bersama kiai muda jatim ribuan warga doakan ganjarmahfud pimpin indonesia argentina pbnu brics iriana 75 m openai ar15 senin dari death bawaslu kapolri jelas2 netral aceh cirebon rohingya farage liverpool salah afi nihaya httpstcohfuqratezv,bersama kiai muda jatim ribuan warga doakan ganjarmahfud pimpin indonesia argentina pbnu brics iriana 75 m openai ar15 senin death bawaslu kapolri jelas2 netral aceh cirebon rohingya farage liverpool salah afi nihaya httpstcohfuqratezv,"['bersama', 'kiai', 'muda', 'jatim', 'ribuan', 'warga', 'doakan', 'ganjarmahfud', 'pimpin', 'indonesia', 'argentina', 'pbnu', 'brics', 'iriana', '75', 'm', 'openai', 'ar15', 'senin', 'death', 'bawaslu', 'kapolri', 'jelas2', 'netral', 'aceh', 'cirebon', 'rohingya', 'farage', 'liverpool', 'salah', 'afi', 'nihaya', 'httpstcohfuqratezv']"
Thu Sep 07 08:15:57 +0000 2023,Mata Uang Simbolik dari BRICS yang memuat nama-nama Negara yang menjadi Anggota dan nama-nama Negara yang akan menjadi Anggota. Inilah yang kemungkinan bikin Klauss Schwab CEO WEF Direktur IMF Direktur World Bank tergopoh-gopoh ke Indonesia menemui Presiden. Keputusan https://t.co/Aj7TUs1XFv,DokterTifa,Mata Uang Simbolik dari BRICS yang memuat namanama Negara yang menjadi Anggota dan namanama Negara yang akan menjadi Anggota Inilah yang kemungkinan bikin Klauss Schwab CEO WEF Direktur IMF Direktur World Bank tergopohgopoh ke Indonesia menemui Presiden Keputusan httpstcoAj7TUs1XFv,Mata Uang Simbolik dari BRICS yang memuat namanama Negara yang menjadi Anggota dan namanama Negara yang akan menjadi Anggota Inilah yang kemungkinan bikin Klauss Schwab CEO WEF Direktur IMF Direktur World Bank tergopohgopoh ke Indonesia menemui Presiden Keputusan httpstcoAj7TUs1XFv,mata uang simbolik dari brics yang memuat namanama negara yang menjadi anggota dan namanama negara yang akan menjadi anggota inilah yang kemungkinan bikin klauss schwab ceo wef direktur imf direktur world bank tergopohgopoh ke indonesia menemui presiden keputusan httpstcoaj7tus1xfv,mata uang simbolik dari brics yang memuat namanama negara yang menjadi anggota dan namanama negara yang akan menjadi anggota inilah yang kemungkinan bikin klauss schwab ceo wef direktur imf direktur world bank tergopohgopoh ke indonesia menemui presiden keputusan httpstcoaj7tus1xfv,mata uang simbolik brics memuat namanama negara menjadi anggota namanama negara akan menjadi anggota inilah kemungkinan bikin klauss schwab ceo wef direktur imf direktur world bank tergopohgopoh indonesia menemui presiden keputusan httpstcoaj7tus1xfv,"['mata', 'uang', 'simbolik', 'brics', 'memuat', 'namanama', 'negara', 'menjadi', 'anggota', 'namanama', 'negara', 'akan', 'menjadi', 'anggota', 'inilah', 'kemungkinan', 'bikin', 'klauss', 'schwab', 'ceo', 'wef', 'direktur', 'imf', 'direktur', 'world', 'bank', 'tergopohgopoh', 'indonesia', 'menemui', 'presiden', 'keputusan', 'httpstcoaj7tus1xfv']"
Fri Dec 15 14:47:52 +0000 2023,[Pena Popy: Indonesia's Independent Path: A Closer Look at Its Non-Membership in BRICS 2023] Halo Sobat Popy! Pada Agustus lalu Indonesia menyatakan untuk tidak bergabung dengan BRICS. Keputusan ini disampaikan langsung oleh Presiden Republik Indonesia Joko Widodo (Jokowi) https://t.co/L1SVXLpOBT,FPCIUnsoed,Pena Popy Indonesias Independent Path A Closer Look at Its NonMembership in BRICS 2023 Halo Sobat Popy Pada Agustus lalu Indonesia menyatakan untuk tidak bergabung dengan BRICS Keputusan ini disampaikan langsung oleh Presiden Republik Indonesia Joko Widodo Jokowi httpstcoL1SVXLpOBT,Pena Popy Indonesias Independent Path A Closer Look at Its NonMembership in BRICS 2023 Halo Sobat Popy Pada Agustus lalu Indonesia menyatakan untuk tidak bergabung dengan BRICS Keputusan ini disampaikan langsung oleh Presiden Republik Indonesia Joko Widodo Jokowi httpstcoL1SVXLpOBT,pena popy indonesias independent path a closer look at its nonmembership in brics 2023 halo sobat popy pada agustus lalu indonesia menyatakan untuk tidak bergabung dengan brics keputusan ini disampaikan langsung oleh presiden republik indonesia joko widodo jokowi httpstcol1svxlpobt,pena popy indonesias independent path a closer look at its nonmembership in brics 2023 halo sobat popy pada agustus lalu indonesia menyatakan untuk tidak bergabung dengan brics keputusan ini disampaikan langsung oleh presiden republik indonesia joko widodo jokowi httpstcol1svxlpobt,pena popy indonesias independent path a closer look at its nonmembership in brics 2023 halo sobat popy agustus lalu indonesia menyatakan tidak bergabung brics keputusan disampaikan langsung presiden republik indonesia joko widodo jokowi httpstcol1svxlpobt,"['pena', 'popy', 'indonesias', 'independent', 'path', 'a', 'closer', 'look', 'at', 'its', 'nonmembership', 'in', 'brics', '2023', 'halo', 'sobat', 'popy', 'agustus', 'lalu', 'indonesia', 'menyatakan', 'tidak', 'bergabung', 'brics', 'keputusan', 'disampaikan', 'langsung', 'presiden', 'republik', 'indonesia', 'joko', 'widodo', 'jokowi', 'httpstcol1svxlpobt']"
Mon Sep 04 02:39:20 +0000 2023, The same source mentioned that the ministers who rejected the BRICS proposal argued that the coalition is fragile due to a lack of unity among member countries. Russia s presence in the grouping is also deemed as a liability. https://t.co/RuEP3399bU,CollinSLKoh, The same source mentioned that the ministers who rejected the BRICS proposal argued that the coalition is fragile due to a lack of unity among member countries Russia s presence in the grouping is also deemed as a liability httpstcoRuEP3399bU,Sumber yang sama menyebutkan bahwa para menteri yang menolak usulan BRICS berpendapat bahwa koalisi tersebut rapuh karena kurangnya persatuan di antara negara-negara anggota. Kehadiran Rusia dalam pengelompokan tersebut juga dianggap sebagai sebuah beban httpstcoRuEP3399bU,sumber yang sama menyebutkan bahwa para menteri yang menolak usulan brics berpendapat bahwa koalisi tersebut rapuh karena kurangnya persatuan di antara negara-negara anggota. kehadiran rusia dalam pengelompokan tersebut juga dianggap sebagai sebuah beban httpstcoruep3399bu,sumber yang dengan menyebutkan bahwa para menteri yang menolak usulan brics berpendapat bahwa koalisi tersebut rapuh karena kurangnya persatuan di antara negara-negara anggota. kehadiran rusia dalam pengelompokan tersebut juga dianggap sebagai sebuah beban httpstcoruep3399bu,sumber dengan menyebutkan para menteri menolak usulan brics berpendapat koalisi tersebut rapuh kurangnya persatuan antara negara-negara anggota. kehadiran rusia pengelompokan tersebut dianggap sebuah beban httpstcoruep3399bu,"['sumber', 'dengan', 'menyebutkan', 'para', 'menteri', 'menolak', 'usulan', 'brics', 'berpendapat', 'koalisi', 'tersebut', 'rapuh', 'kurangnya', 'persatuan', 'antara', 'negara', '-', 'negara', 'anggota', '.', 'kehadiran', 'rusia', 'pengelompokan', 'tersebut', 'dianggap', 'sebuah', 'beban', 'httpstcoruep3399bu']"
Wed Mar 08 11:28:29 +0000 2023,BLOKIR dan LAPORKAN postingannya! Taking unwise and illegal actions. Using BP's name as a campaign tool which in their own country is STRICTLY PROHIBITED. @ygent_official https://t.co/iIDXk641j7,Blink_OFCINDO,BLOKIR dan LAPORKAN postingannya Taking unwise and illegal actions Using BPs name as a campaign tool which in their own country is STRICTLY PROHIBITED  httpstcoiIDXk641j7,BLOKIR dan LAPORKAN postingannya Melakukan tindakan yang tidak bijaksana dan melawan hukum Menggunakan nama BP sebagai alat kampanye yang di negaranya sendiri DILARANG KERAS httpstcoiIDXk641j7,blokir dan laporkan postingannya melakukan tindakan yang tidak bijaksana dan melawan hukum menggunakan nama bp sebagai alat kampanye yang di negaranya sendiri dilarang keras httpstcoiidxk641j7,blokir dan laporkan postingannya melakukan tindakan yang tidak bijaksana dan melawan hukum menggunakan nama bp sebagai alat kampanye yang di negaranya sendiri dilarang keras httpstcoiidxk641j7,blokir laporkan postingannya melakukan tindakan tidak bijaksana melawan hukum menggunakan nama bp alat kampanye di negaranya sendiri dilarang keras httpstcoiidxk641j7,"['blokir', 'laporkan', 'postingannya', 'melakukan', 'tindakan', 'tidak', 'bijaksana', 'melawan', 'hukum', 'menggunakan', 'nama', 'bp', 'alat', 'kampanye', 'di', 'negaranya', 'sendiri', 'dilarang', 'keras', 'httpstcoiidxk641j7']"
