created_at,full_text,username,cleaned_text,translate_text,lower_text,normalize_text,stopwords_text,tokenisasi_text,stemming_text,sentimen
Mon May 29 12:32:21 +0000 2023,ICYMI: South Africa s🇿🇦 Ambassador to BRICS has indicated more than 30 countries have formally and informally applied to join the alliance these include: Afghanistan Algeria Argentina Bahrain Bangladesh Belarus Egypt Indonesia Iran Kazakhstan Mexico Nicaragua Nigeria Pakistan https://t.co/D8SdiyGIcI,GUnderground_TV,ICYMI South Africa s🇿🇦 Ambassador to BRICS has indicated more than 30 countries have formally and informally applied to join the alliance these include Afghanistan Algeria Argentina Bahrain Bangladesh Belarus Egypt Indonesia Iran Kazakhstan Mexico Nicaragua Nigeria Pakistan,ICYMI Duta Besar Afrika Selatan untuk BRICS telah mengindikasikan lebih dari 30 negara telah secara formal dan informal mengajukan permohonan untuk bergabung dengan aliansi ini termasuk Afghanistan Aljazair Argentina Bahrain Bangladesh Belarus Mesir Indonesia Iran Kazakhstan Meksiko Nikaragua Nigeria Pakistan,icymi duta besar afrika selatan untuk brics telah mengindikasikan lebih dari 30 negara telah secara formal dan informal mengajukan permohonan untuk bergabung dengan aliansi ini termasuk afghanistan aljazair argentina bahrain bangladesh belarus mesir indonesia iran kazakhstan meksiko nikaragua nigeria pakistan,icymi duta besar afrika selatan untuk brics telah mengindikasikan lebih dari 30 negara telah secara formal dan informal mengajukan permohonan untuk bergabung dengan aliansi ini termasuk afghanistan aljazair argentina bahrain bangladesh belarus mesir indonesia iran kazakhstan meksiko nikaragua nigeria pakistan,icymi duta afrika selatan brics mengindikasikan 30 negara formal informal mengajukan permohonan bergabung aliansi afghanistan aljazair argentina bahrain bangladesh belarus mesir indonesia iran kazakhstan meksiko nikaragua nigeria pakistan,"['icymi', 'duta', 'afrika', 'selatan', 'brics', 'mengindikasikan', '30', 'negara', 'formal', 'informal', 'mengajukan', 'permohonan', 'bergabung', 'aliansi', 'afghanistan', 'aljazair', 'argentina', 'bahrain', 'bangladesh', 'belarus', 'mesir', 'indonesia', 'iran', 'kazakhstan', 'meksiko', 'nikaragua', 'nigeria', 'pakistan']",icymi duta afrika selatan brics indikasi 30 negara formal informal aju mohon gabung aliansi afghanistan aljazair argentina bahrain bangladesh belarus mesir indonesia iran kazakhstan meksiko nikaragua nigeria pakistan,Netral
Tue Mar 28 20:06:37 +0000 2023,PROPOSED BRICS EXPANSION + USA VS. CHINA FUTURE GDP OUTLOOK https://t.co/TuwhBMuxE6 https://t.co/QXoIrezScl,Rohitku24694375,PROPOSED BRICS EXPANSION USA VS CHINA FUTURE GDP OUTLOOK,USULAN PERLUASAN BRICS PROSPEK PDB MASA DEPAN AS VS CHINA,usulan perluasan brics prospek pdb masa depan as vs china,usulan perluasan brics prospek pdb masa depan as vs china,usulan perluasan brics prospek pdb as vs china,"['usulan', 'perluasan', 'brics', 'prospek', 'pdb', 'as', 'vs', 'china']",usul luas brics prospek pdb as vs china,Positif
Tue May 30 08:13:32 +0000 2023,vyombo vya habari. Maduro: Venezuela ina nia ya kujiunga na BRICS Rais wa Brazil Lula da Silva tayari ametangaza kuunga mkono hili. Zaidi ya nchi 30 tayari zimetuma maombi ya kujiunga na BRICS zikiwemo Iran Indonesia Argentina UAE na Saudi Arabia. https://t.co/JWJ4W8h7Vn,ErnestKavol4,vyombo vya habari Maduro Venezuela ina nia ya kujiunga na BRICS Rais wa Brazil Lula da Silva tayari ametangaza kuunga mkono hili Zaidi ya nchi 30 tayari zimetuma maombi ya kujiunga na BRICS zikiwemo Iran Indonesia Argentina UAE na Saudi Arabia,media Maduro Venezuela tertarik untuk bergabung dengan BRICS Presiden Brasil Lula da Silva telah mengumumkan dukungannya untuk ini. Lebih dari 30 negara telah mengajukan permohonan untuk bergabung dengan BRICS termasuk Iran Indonesia Argentina UEA dan Arab Saudi,media maduro venezuela tertarik untuk bergabung dengan brics presiden brasil lula da silva telah mengumumkan dukungannya untuk ini. lebih dari 30 negara telah mengajukan permohonan untuk bergabung dengan brics termasuk iran indonesia argentina uea dan arab saudi,media maduro venezuela tertarik untuk bergabung dengan brics presiden brasil lula da silva telah mengumumkan dukungannya untuk ini. lebih dari 30 negara telah mengajukan permohonan untuk bergabung dengan brics termasuk iran indonesia argentina uea dan arab saudi,media maduro venezuela tertarik bergabung brics presiden brasil lula da silva mengumumkan dukungannya ini. 30 negara mengajukan permohonan bergabung brics iran indonesia argentina uea arab saudi,"['media', 'maduro', 'venezuela', 'tertarik', 'bergabung', 'brics', 'presiden', 'brasil', 'lula', 'da', 'silva', 'mengumumkan', 'dukungannya', 'ini', '.', '30', 'negara', 'mengajukan', 'permohonan', 'bergabung', 'brics', 'iran', 'indonesia', 'argentina', 'uea', 'arab', 'saudi']",media maduro venezuela tarik gabung brics presiden brasil lula da silva umum dukung ini 30 negara aju mohon gabung brics iran indonesia argentina uea arab saudi,Positif
Sat Feb 04 03:37:07 +0000 2023,I tweeted before BRiCS will be composed of 13 countries and 51% of the world population 13 and 15 numbers are very significant https://t.co/XuYiOqDjZv,florenc89622516,I tweeted before BRiCS will be composed of 13 countries and 51 of the world population 13 and 15 numbers are very significant,Saya tweet sebelumnya BRiCS akan terdiri dari 13 negara dan 51 penduduk dunia 13 dan 15 angka sangat signifikan,saya tweet sebelumnya brics akan terdiri dari 13 negara dan 51 penduduk dunia 13 dan 15 angka sangat signifikan,saya tweet sebelumnya brics akan terdiri dari 13 negara dan 51 penduduk dunia 13 dan 15 angka sangat signifikan,tweet brics 13 negara 51 penduduk dunia 13 15 angka signifikan,"['tweet', 'brics', '13', 'negara', '51', 'penduduk', 'dunia', '13', '15', 'angka', 'signifikan']",tweet brics 13 negara 51 duduk dunia 13 15 angka signifikan,Positif
Sun Jan 29 18:47:37 +0000 2023,Argentina Algeria and Iran have applied for BRICS membership. Indonesia Saudi Arabia Turkiye Egypt and Afghanistan are thought to be next after them. If all are approved that would mean that those thirteen nations (BRICS+) would represent 51% of the world's population.,Navsteva,Argentina Algeria and Iran have applied for BRICS membership Indonesia Saudi Arabia Turkiye Egypt and Afghanistan are thought to be next after them If all are approved that would mean that those thirteen nations BRICS would represent 51 of the worlds population,"Argentina Aljazair dan Iran telah mengajukan permohonan keanggotaan BRICS, Indonesia Arab Saudi Turki Mesir dan Afghanistan diperkirakan akan menyusul setelah mereka. Jika semuanya disetujui, berarti ketiga belas negara BRICS tersebut akan mewakili 51% dari populasi dunia.","argentina aljazair dan iran telah mengajukan permohonan keanggotaan brics, indonesia arab saudi turki mesir dan afghanistan diperkirakan akan menyusul setelah mereka. jika semuanya disetujui, berarti ketiga belas negara brics tersebut akan mewakili 51% dari populasi dunia.","argentina aljazair dan iran telah mengajukan permohonan keanggotaan brics, indonesia arab saudi turki mesir dan afghanistan diperkirakan akan menyusul setelah mereka. jika semuanya disetujui, berarti ketiga belas negara brics tersebut akan mewakili 51% dari populasi dunia.","argentina aljazair iran mengajukan permohonan keanggotaan brics, indonesia arab saudi turki mesir afghanistan menyusul mereka. disetujui, ketiga belas negara brics mewakili 51% populasi dunia.","['argentina', 'aljazair', 'iran', 'mengajukan', 'permohonan', 'keanggotaan', 'brics', ',', 'indonesia', 'arab', 'saudi', 'turki', 'mesir', 'afghanistan', 'menyusul', 'mereka', '.', 'disetujui', ',', 'ketiga', 'belas', 'negara', 'brics', 'mewakili', '51', '%', 'populasi', 'dunia', '.']",argentina aljazair iran aju mohon anggota brics indonesia arab saudi turki mesir afghanistan susul mereka tuju tiga belas negara brics wakil 51 populasi dunia,Positif
Sat Apr 15 17:20:01 +0000 2023,[BP] It's officially BLACKPINK Coachella day in Indonesia!!!! REMEMBER GUYS no fighting NO FIGHTING NO F FIGHTING!! Focus hype Coachella! https://t.co/Q4a8yc9Yqi,blinkmf,BP Its officially BLACKPINK Coachella day in Indonesia REMEMBER GUYS no fighting NO FIGHTING NO F FIGHTING Focus hype Coachella,BP Hari ini secara resmi adalah hari Coachella BLACKPINK di Indonesia INGAT GUYS jangan berkelahi JANGAN BERTENGKAR JANGAN BERTENGKAR Fokus hype Coachella,bp hari ini secara resmi adalah hari coachella blackpink di indonesia ingat guys jangan berkelahi jangan bertengkar jangan bertengkar fokus hype coachella,bp hari ini secara resmi adalah hari coachella blackpink di indonesia ingat guys jangan berkelahi jangan bertengkar jangan bertengkar fokus hype coachella,bp resmi coachella blackpink indonesia guys berkelahi bertengkar bertengkar fokus hype coachella,"['bp', 'resmi', 'coachella', 'blackpink', 'indonesia', 'guys', 'berkelahi', 'bertengkar', 'bertengkar', 'fokus', 'hype', 'coachella']",bp resmi coachella blackpink indonesia guys kelah tengkar tengkar fokus hype coachella,Positif
Mon Apr 10 08:46:10 +0000 2023,I love the including thr + bpjs part in indonesian job recruitment ad. Like bro that's not some fringe benefits that you willingly give to your worker as a bonus that's literally what you are legally required to give them.,lincaktravail,I love the including thr bpjs part in indonesian job recruitment ad Like bro thats not some fringe benefits that you willingly give to your worker as a bonus thats literally what you are legally required to give them,"Saya suka sekali iklan rekrutmen kerja di Indonesia yang mencantumkan bagian BPJS. Seperti saudara, itu bukan tunjangan sampingan yang Anda berikan kepada pekerja Anda sebagai bonus, itu benar-benar apa yang secara hukum harus Anda berikan kepada mereka.","saya suka sekali iklan rekrutmen kerja di indonesia yang mencantumkan bagian bpjs. seperti saudara, itu bukan tunjangan sampingan yang anda berikan kepada pekerja anda sebagai bonus, itu benar-benar apa yang secara hukum harus anda berikan kepada mereka.","saya suka sekali iklan rekrutmen kerja di indonesia yang mencantumkan bagian bpjs. seperti saudara, itu bukan tunjangan sampingan yang anda berikan kepada pekerja anda sebagai bonus, itu benar-benar apa yang secara hukum harus anda berikan kepada mereka.","suka iklan rekrutmen kerja indonesia mencantumkan bpjs. saudara, tunjangan sampingan pekerja bonus, benar-benar hukum mereka.","['suka', 'iklan', 'rekrutmen', 'kerja', 'indonesia', 'mencantumkan', 'bpjs', '.', 'saudara', ',', 'tunjangan', 'sampingan', 'pekerja', 'bonus', ',', 'benar', '-', 'benar', 'hukum', 'mereka', '.']",suka iklan rekrutmen kerja indonesia cantum bpjs saudara tunjang samping kerja bonus benar - benar hukum mereka,Netral
Tue Apr 25 12:53:44 +0000 2023,19 countries have requested to join the BRICS bloc South Africa's ambassador revealed 13 applied formally; 6 asked informally He named Iran Saudi Arabia Argentina Algeria Egypt UAE Bahrain Indonesia 2 East African nations 1 West African nation https://t.co/KUCEQinyYR,BenjaminNorton,19 countries have requested to join the BRICS bloc South Africas ambassador revealed 13 applied formally 6 asked informally He named Iran Saudi Arabia Argentina Algeria Egypt UAE Bahrain Indonesia 2 East African nations 1 West African nation,"19 negara telah meminta untuk bergabung dengan blok BRICS Duta Besar Afrika Selatan mengungkapkan 13 mengajukan permohonan secara formal dan 6 mengajukan permohonan secara informal Ia menyebutkan Iran, Arab Saudi, Argentina, Aljazair, Mesir, Uni Emirat Arab, Bahrain, Indonesia, 2 negara Afrika Timur, 1 negara Afrika Barat","19 negara telah meminta untuk bergabung dengan blok brics duta besar afrika selatan mengungkapkan 13 mengajukan permohonan secara formal dan 6 mengajukan permohonan secara informal ia menyebutkan iran, arab saudi, argentina, aljazair, mesir, uni emirat arab, bahrain, indonesia, 2 negara afrika timur, 1 negara afrika barat","19 negara telah meminta untuk bergabung dengan blok brics duta besar afrika selatan mengungkapkan 13 mengajukan permohonan secara formal dan 6 mengajukan permohonan secara informal ia menyebutkan iran, arab saudi, argentina, aljazair, mesir, uni emirat arab, bahrain, indonesia, 2 negara afrika timur, 1 negara afrika barat","19 negara bergabung blok brics duta afrika selatan 13 mengajukan permohonan formal 6 mengajukan permohonan informal iran, arab saudi, argentina, aljazair, mesir, uni emirat arab, bahrain, indonesia, 2 negara afrika timur, 1 negara afrika barat","['19', 'negara', 'bergabung', 'blok', 'brics', 'duta', 'afrika', 'selatan', '13', 'mengajukan', 'permohonan', 'formal', '6', 'mengajukan', 'permohonan', 'informal', 'iran', ',', 'arab', 'saudi', ',', 'argentina', ',', 'aljazair', ',', 'mesir', ',', 'uni', 'emirat', 'arab', ',', 'bahrain', ',', 'indonesia', ',', '2', 'negara', 'afrika', 'timur', ',', '1', 'negara', 'afrika', 'barat']",19 negara gabung blok brics duta afrika selatan 13 aju mohon formal 6 aju mohon informal iran arab saudi argentina aljazair mesir uni emirat arab bahrain indonesia 2 negara afrika timur 1 negara afrika barat,Positif
Sat Apr 08 14:28:59 +0000 2023,txt's indonesian fanbase is not only crazy huge but also very active in engaging with and promoting txt's content whether it be through streaming tweeting or creating fan-contents (edits fanarts holding fan-events etc),ACT_LOVESONG,txts indonesian fanbase is not only crazy huge but also very active in engaging with and promoting txts content whether it be through streaming tweeting or creating fancontents edits fanarts holding fanevents etc,"Fanbase TXT di Indonesia tidak hanya sangat besar, tetapi juga sangat aktif dalam berinteraksi dan mempromosikan konten TXT, baik melalui streaming, tweet, membuat fancontent, mengedit fanart, mengadakan fanevent, dan lain sebagainya.","fanbase txt di indonesia tidak hanya sangat besar, tetapi juga sangat aktif dalam berinteraksi dan mempromosikan konten txt, baik melalui streaming, tweet, membuat fancontent, mengedit fanart, mengadakan fanevent, dan lain sebagainya.","fanbase txt di indonesia tidak hanya sangat besar, tetapi juga sangat aktif dalam berinteraksi dan mempromosikan konten txt, baik melalui streaming, tweet, membuat fancontent, mengedit fanart, mengadakan fanevent, dan lain sebagainya.","fanbase txt indonesia besar, aktif berinteraksi mempromosikan konten txt, streaming, tweet, fancontent, mengedit fanart, mengadakan fanevent, sebagainya.","['fanbase', 'txt', 'indonesia', 'besar', ',', 'aktif', 'berinteraksi', 'mempromosikan', 'konten', 'txt', ',', 'streaming', ',', 'tweet', ',', 'fancontent', ',', 'mengedit', 'fanart', ',', 'mengadakan', 'fanevent', ',', 'sebagainya', '.']",fanbase txt indonesia besar aktif interaksi promosi konten txt streaming tweet fancontent edit fanart ada fanevent bagai,Netral
Mon May 29 04:43:25 +0000 2023,BULGARI X LISA TAKEOVER THE HEART OF JAKARTA Bulgari presents the all-new B.zero1 campaign for those who live life to the fullest just like the Brand Ambassador Lisa of Blackpink in a grande welcome shown at the heart of Jakarta via Bundaran HI LED by City Vision. https://t.co/QLHUwcnM7Y,CREW_LISANESIA,BULGARI X LISA TAKEOVER THE HEART OF JAKARTA Bulgari presents the allnew Bzero1 campaign for those who live life to the fullest just like the Brand Ambassador Lisa of Blackpink in a grande welcome shown at the heart of Jakarta via Bundaran HI LED by City Vision,BULGARI X LISA MENGAMBIL ALIH JANTUNG KOTA JAKARTA Bulgari mempersembahkan kampanye Bzero1 terbaru bagi mereka yang menjalani hidup sepenuhnya seperti Brand Ambassador Lisa dari Blackpink dalam penyambutan megah yang ditunjukkan di jantung kota Jakarta melalui Bundaran HI LED oleh City Vision,bulgari x lisa mengambil alih jantung kota jakarta bulgari mempersembahkan kampanye bzero1 terbaru bagi mereka yang menjalani hidup sepenuhnya seperti brand ambassador lisa dari blackpink dalam penyambutan megah yang ditunjukkan di jantung kota jakarta melalui bundaran hi led oleh city vision,bulgari x lisa mengambil alih jantung kota jakarta bulgari mempersembahkan kampanye bzero1 terbaru bagi mereka yang menjalani hidup sepenuhnya seperti brand ambassador lisa dari blackpink dalam penyambutan megah yang ditunjukkan di jantung kota jakarta melalui bundaran hi led oleh city vision,bulgari x lisa mengambil alih jantung kota jakarta bulgari mempersembahkan kampanye bzero1 terbaru menjalani hidup sepenuhnya brand ambassador lisa blackpink penyambutan megah jantung kota jakarta bundaran hi led city vision,"['bulgari', 'x', 'lisa', 'mengambil', 'alih', 'jantung', 'kota', 'jakarta', 'bulgari', 'mempersembahkan', 'kampanye', 'bzero1', 'terbaru', 'menjalani', 'hidup', 'sepenuhnya', 'brand', 'ambassador', 'lisa', 'blackpink', 'penyambutan', 'megah', 'jantung', 'kota', 'jakarta', 'bundaran', 'hi', 'led', 'city', 'vision']",bulgari x lisa ambil alih jantung kota jakarta bulgari sembah kampanye bzero1 baru jalan hidup sepenuh brand ambassador lisa blackpink sambut megah jantung kota jakarta bundar hi led city vision,Netral
Fri May 26 19:17:19 +0000 2023,QUEM IRÁ INTEGRAR O BRICS? Os países que desejam ingressar no BRICS são: - Argélia - Argentina - Afeganistão - Bangladeche - Bahrein - Bielorrússia - Venezuela - Egito - Zimbábue - Indonesia - Iran - Kazakhstan - Mexico - Nigeria - Nicaragua +1/3 https://t.co/qbIPIxyQy0,cesarchiyaya,QUEM IRÁ INTEGRAR O BRICS Os países que desejam ingressar no BRICS são Argélia Argentina Afeganistão Bangladeche Bahrein Bielorrússia Venezuela Egito Zimbábue Indonesia Iran Kazakhstan Mexico Nigeria Nicaragua 13,SIAPA YANG AKAN BERGABUNG DENGAN BRICS Negara-negara yang ingin bergabung dengan BRICS adalah Aljazair Argentina Afghanistan Bangladesh Bangladesh Bahrain Belarus Venezuela Mesir Zimbabwe Indonesia Iran Kazakhstan Meksiko Nigeria Nikaragua 13,siapa yang akan bergabung dengan brics negara-negara yang ingin bergabung dengan brics adalah aljazair argentina afghanistan bangladesh bangladesh bahrain belarus venezuela mesir zimbabwe indonesia iran kazakhstan meksiko nigeria nikaragua 13,siapa yang akan bergabung dengan brics negara-negara yang ingin bergabung dengan brics adalah aljazair argentina afghanistan bangladesh bangladesh bahrain belarus venezuela mesir zimbabwe indonesia iran kazakhstan meksiko nigeria nikaragua 13,bergabung brics negara-negara bergabung brics aljazair argentina afghanistan bangladesh bangladesh bahrain belarus venezuela mesir zimbabwe indonesia iran kazakhstan meksiko nigeria nikaragua 13,"['bergabung', 'brics', 'negara', '-', 'negara', 'bergabung', 'brics', 'aljazair', 'argentina', 'afghanistan', 'bangladesh', 'bangladesh', 'bahrain', 'belarus', 'venezuela', 'mesir', 'zimbabwe', 'indonesia', 'iran', 'kazakhstan', 'meksiko', 'nigeria', 'nikaragua', '13']",gabung brics negara - negara gabung brics aljazair argentina afghanistan bangladesh bangladesh bahrain belarus venezuela mesir zimbabwe indonesia iran kazakhstan meksiko nigeria nikaragua 13,Positif
Mon May 22 16:29:21 +0000 2023,Uns 30 países querem ingressar nos BRICS. Os que mais acrescentam - por um motivo ou outro - são Arábia Saudita Argélia Argentina Bangladesh Egito Emirados Árabes Unidos Indonésia Irã Cazaquistão México Nigéria Paquistão Tailândia Turquia e Venezuela. https://t.co/bML6cASE2p,stadoanarquista,Uns 30 países querem ingressar nos BRICS Os que mais acrescentam por um motivo ou outro são Arábia Saudita Argélia Argentina Bangladesh Egito Emirados Árabes Unidos Indonésia Irã Cazaquistão México Nigéria Paquistão Tailândia Turquia e Venezuela,Sekitar 30 negara ingin bergabung dalam BRICS. Yang paling banyak menambah karena satu dan lain hal adalah Arab Saudi Aljazair Argentina Bangladesh Mesir Uni Emirat Arab Indonesia Iran Kazakhstan Meksiko Nigeria Pakistan Thailand Turki dan Venezuela,sekitar 30 negara ingin bergabung dalam brics. yang paling banyak menambah karena satu dan lain hal adalah arab saudi aljazair argentina bangladesh mesir uni emirat arab indonesia iran kazakhstan meksiko nigeria pakistan thailand turki dan venezuela,sekitar 30 negara ingin bergabung dalam brics. yang paling banyak menambah karena satu dan lain hal adalah arab saudi aljazair argentina bangladesh mesir uni emirat arab indonesia iran kazakhstan meksiko nigeria pakistan thailand turki dan venezuela,30 negara bergabung brics. menambah arab saudi aljazair argentina bangladesh mesir uni emirat arab indonesia iran kazakhstan meksiko nigeria pakistan thailand turki venezuela,"['30', 'negara', 'bergabung', 'brics', '.', 'menambah', 'arab', 'saudi', 'aljazair', 'argentina', 'bangladesh', 'mesir', 'uni', 'emirat', 'arab', 'indonesia', 'iran', 'kazakhstan', 'meksiko', 'nigeria', 'pakistan', 'thailand', 'turki', 'venezuela']",30 negara gabung brics tambah arab saudi aljazair argentina bangladesh mesir uni emirat arab indonesia iran kazakhstan meksiko nigeria pakistan thailand turki venezuela,Netral
